Date,Open,High,Low,Close,Volume,Adj Close
12/2/2016,743.400024,748.48999,400,740.340027,3499200,740.340027
12/1/2016,752.409973,753.369995,738.030029,743.650024,4626500,743.650024
11/30/2016,762,768.090027,750.25,750.570007,4580100,750.570007
11/29/2016,768,769.890015,761.320007,762.52002,3266500,762.52002
11/28/2016,776.98999,777,764.23999,766.77002,4380900,766.77002
11/25/2016,786.5,786.75,777.900024,780.369995,1832300,780.369995
11/23/2016,781.72998,781.75,773.119995,780.119995,3522500,780.119995
11/22/2016,788.169983,792.400024,781,785.330017,5304900,785.330017
11/21/2016,766,780.349976,765.109985,780,4595600,780
11/18/2016,761,767.73999,757.640015,760.159973,4301300,760.159973
11/17/2016,749.320007,757.5,748,756.400024,3651300,756.400024
11/16/2016,739.880005,749.869995,735.609985,746.48999,3601400,746.48999
11/15/2016,730,746.780029,725.98999,743.23999,6744600,743.23999
11/14/2016,745.51001,746,710.099976,719.070007,7283200,719.070007
11/11/2016,735.72998,743.26001,728.900024,739.01001,6594400,739.01001
11/10/2016,778.809998,778.830017,717.700012,742.380005,12742300,742.380005
11/9/2016,764,777.5,760.090027,771.880005,8550400,771.880005
11/8/2016,784.969971,791.73999,779.099976,787.75,3373300,787.75
11/7/2016,771.640015,787.72998,770.940002,784.929993,5984400,784.929993
11/4/2016,762.789978,766,753.22998,755.049988,5122100,755.049988
11/3/2016,765.049988,777,764,767.030029,3872500,767.030029
11/2/2016,783.929993,784.75,763.549988,765.559998,5026500,765.559998
11/1/2016,799,800.840027,776.710022,785.409973,5305400,785.409973
10/31/2016,781.030029,793.700012,780.109985,789.820007,5413300,789.820007
10/28/2016,782,789.48999,774.609985,776.320007,10841100,776.320007
10/27/2016,831.23999,831.719971,815.429993,818.359985,7406400,818.359985
10/26/2016,832.76001,833.440002,820,822.590027,3998100,822.590027
10/25/2016,839.299988,843.090027,833.219971,835.179993,3248400,835.179993
10/24/2016,824.950012,838.299988,822.210022,838.090027,4060900,838.090027
10/21/2016,809.359985,819.419983,809,818.98999,2793000,818.98999
10/20/2016,813.98999,815.710022,803.099976,810.320007,3152000,810.320007
10/19/2016,820.400024,820.669983,815.169983,817.690002,2090700,817.690002
10/18/2016,822.109985,823.26001,815.02002,817.650024,2512500,817.650024
10/17/2016,821.5,822,811.679993,812.950012,3361500,812.950012
10/14/2016,835.080017,835.73999,822.960022,822.960022,2999800,822.960022
10/13/2016,829,831.799988,821.210022,829.280029,3091400,829.280029
10/12/2016,834,837.669983,830.099976,834.090027,2380400,834.090027
10/11/2016,841.02002,841.289978,828.349976,831,3588200,831
10/10/2016,843.25,845.200012,840.27002,841.710022,1827100,841.710022
10/7/2016,845.789978,845.950012,837.450012,839.429993,2426200,839.429993
10/6/2016,843.700012,847.210022,840.599976,841.659973,2684000,841.659973
10/5/2016,838,845.669983,836.119995,844.359985,3469100,844.359985
10/4/2016,840.909973,842.369995,830.26001,834.030029,2950300,834.030029
10/3/2016,836,839.859985,831.25,836.73999,2769400,836.73999
9/30/2016,832.609985,839.950012,832.400024,837.309998,4430600,837.309998
9/29/2016,828.26001,837.5,824.630005,829.049988,4922200,829.049988
9/28/2016,818,830.140015,817.030029,828.719971,4422100,828.719971
9/27/2016,801.849976,816.640015,801.109985,816.109985,3819600,816.109985
9/26/2016,801.799988,805.929993,797.150024,799.159973,2651400,799.159973
9/23/2016,803.130005,807.75,802.119995,805.75,2353500,805.75
9/22/2016,794.27002,805.890015,794.27002,804.700012,4078900,804.700012
9/21/2016,783.25,790.690002,779.01001,789.73999,2718600,789.73999
9/20/2016,776,781.369995,776,780.219971,1937200,780.219971
9/19/2016,779.969971,781.940002,771,775.099976,2297200,775.099976
9/16/2016,773.280029,780.460022,771.659973,778.52002,5499200,778.52002
9/15/2016,762,770.869995,757.580017,769.690002,3034000,769.690002
9/14/2016,762.200012,767.5,758.849976,761.090027,2523000,761.090027
9/13/2016,768.77002,769.890015,759.049988,761.01001,3117200,761.01001
9/12/2016,757.349976,772.659973,756,771.48999,3124700,771.48999
9/9/2016,779.359985,781,760.109985,760.140015,4257300,760.140015
9/8/2016,783.890015,786.5,781.440002,784.059998,2030500,784.059998
9/7/2016,789.530029,790.789978,784.330017,784.47998,2424600,784.47998
9/6/2016,774.039978,789.47998,770.219971,788.869995,3719800,788.869995
9/2/2016,774.109985,776,771.700012,772.440002,2181800,772.440002
9/1/2016,770.900024,772.039978,766.75,770.619995,1792300,770.619995
8/31/2016,766.599976,769.640015,764,769.159973,1633800,769.159973
8/30/2016,771.049988,771.840027,765.559998,767.580017,1709200,767.580017
8/29/2016,768.719971,774.97998,768.599976,771.289978,2198600,771.289978
8/26/2016,760.049988,770,759.799988,769,2776800,769
8/25/2016,756,760.559998,754.73999,759.219971,1623000,759.219971
8/24/2016,763,763.409973,755.359985,757.25,1744100,757.25
8/23/2016,763.309998,764.700012,761,762.450012,1524100,762.450012
8/22/2016,757.5,759.849976,752.099976,759.47998,1679300,759.47998
8/19/2016,761.900024,762.48999,756.890015,757.309998,2343200,757.309998
8/18/2016,764,765.169983,760.599976,764.460022,1458800,764.460022
8/17/2016,764.409973,765.219971,759.200012,764.630005,1891100,764.630005
8/16/2016,768.619995,768.72998,763.820007,764.039978,1604600,764.039978
8/15/2016,771.900024,772.039978,767.710022,768.48999,2118500,768.48999
8/12/2016,768.460022,773.150024,768.419983,772.559998,1563300,772.559998
8/11/2016,769.940002,773.75,769.119995,771.23999,2019700,771.23999
8/10/2016,769.799988,772.099976,766.190002,768.559998,1604300,768.559998
8/9/2016,767.390015,772.599976,766.900024,768.309998,1876100,768.309998
8/8/2016,766.809998,767,761.02002,766.559998,1986300,766.559998
8/5/2016,764.809998,768.469971,763.090027,765.97998,2704400,765.97998
8/4/2016,753.700012,765,750.349976,760.77002,3178200,760.77002
8/3/2016,757.059998,758.890015,752.25,754.640015,3581500,754.640015
8/2/2016,763.809998,765.01001,757.02002,760.580017,3603300,760.580017
8/1/2016,759.869995,770.5,757.059998,767.73999,3578200,767.73999
7/29/2016,765,766,755,758.809998,6777100,758.809998
7/28/2016,745.97998,753.359985,739.700012,752.609985,7617600,752.609985
7/27/2016,737.969971,740.940002,733.859985,736.669983,2913100,736.669983
7/26/2016,742.710022,743.130005,732.75,735.590027,2529700,735.590027
7/25/2016,746.549988,748.5,735.349976,739.609985,2679300,739.609985
7/22/2016,747.789978,751.280029,743.530029,744.859985,2277700,744.859985
7/21/2016,747.5,749.359985,742.789978,744.429993,2317100,744.429993
7/20/2016,744,746.25,740.700012,745.719971,2214000,745.719971
7/19/2016,732.5,743.330017,732.309998,739.950012,2216800,739.950012
7/18/2016,735.48999,741.599976,728.719971,736.070007,2954900,736.070007
7/15/2016,746.549988,746.549988,734.049988,735.440002,3121400,735.440002
7/14/2016,748.859985,749.039978,739.02002,741.200012,2390500,741.200012
7/13/2016,746.76001,756.869995,741.25,742.630005,4142300,742.630005
7/12/2016,756.859985,757.340027,740.330017,748.210022,5623700,748.210022
7/11/2016,750,755.900024,747,753.780029,3195300,753.780029
7/8/2016,740.140015,746.099976,738,745.809998,3429200,745.809998
7/7/2016,739.330017,739.549988,731.630005,736.570007,2945800,736.570007
7/6/2016,725.710022,737.77002,722.580017,737.609985,3938200,737.609985
7/5/2016,722.799988,729.559998,719.609985,728.099976,2431400,728.099976
7/1/2016,717.320007,728,716.539978,725.679993,2920400,725.679993
6/30/2016,717.200012,719.369995,712.539978,715.619995,2855100,715.619995
6/29/2016,715.75,719.5,713.539978,715.599976,3070100,715.599976
6/28/2016,700,708,698.169983,707.950012,4037000,707.950012
6/27/2016,692.01001,696.820007,682.119995,691.359985,5568000,691.359985
6/24/2016,693,712.530029,692.200012,698.960022,7632500,698.960022
6/23/2016,715.5,722.119995,712.5,722.080017,2825000,722.080017
6/22/2016,716.580017,717,707.570007,710.599976,2260500,710.599976
6/21/2016,715.719971,718.400024,712.719971,715.820007,2137500,715.820007
6/20/2016,713.5,721.309998,710.809998,714.01001,3677200,714.01001
6/17/2016,718.190002,718.200012,699.179993,706.390015,5897800,706.390015
6/16/2016,712.049988,718,705.299988,717.51001,3098000,717.51001
6/15/2016,722,722.559998,713.349976,714.26001,2709400,714.26001
6/14/2016,712.330017,720.809998,712.27002,719.299988,2506900,719.299988
6/13/2016,714.01001,721.98999,711.159973,715.23999,3352200,715.23999
6/10/2016,722.349976,724.97998,714.210022,717.909973,3425700,717.909973
6/9/2016,723.099976,728.909973,722.299988,727.650024,2170300,727.650024
6/8/2016,726.400024,729.419983,721.599976,726.640015,2223400,726.640015
6/7/2016,729.890015,730,720.549988,723.73999,2732500,723.73999
6/6/2016,726.5,731.5,724.419983,726.72998,2704800,726.72998
6/3/2016,726.73999,727,718.429993,725.539978,3367300,725.539978
6/2/2016,720.969971,728.280029,715.5,728.23999,3026600,728.23999
6/1/2016,720.900024,726.429993,718.219971,719.440002,3263100,719.440002
5/31/2016,712.330017,724.22998,711.320007,722.789978,3618300,722.789978
5/27/2016,715,716.599976,711.099976,712.23999,2246400,712.23999
5/26/2016,708.330017,715,707.289978,714.909973,2446700,714.909973
5/25/2016,708,710.859985,705.52002,708.349976,3267700,708.349976
5/24/2016,698.01001,707.5,698,704.200012,3033800,704.200012
5/23/2016,704.25,706,696.419983,696.75,2595100,696.75
5/20/2016,701.049988,707.23999,700,702.799988,2916200,702.799988
5/19/2016,691.880005,699.400024,689.559998,698.52002,3025600,698.52002
5/18/2016,689.559998,702.539978,688.76001,697.450012,4283200,697.450012
5/17/2016,709.900024,714.469971,693.909973,695.27002,5121400,695.27002
5/16/2016,710.130005,713.25,700.280029,710.659973,5432900,710.659973
5/13/2016,714.640015,719.25,706.51001,709.919983,4763400,709.919983
5/12/2016,717.380005,722.450012,711.51001,717.929993,5048200,717.929993
5/11/2016,705.789978,719,701.650024,713.22998,7338200,713.22998
5/10/2016,694,704.549988,693.5,703.070007,6105600,703.070007
5/9/2016,673.950012,686.97998,671.409973,679.75,3982200,679.75
5/6/2016,656.049988,676.950012,656.01001,673.950012,4347200,673.950012
5/5/2016,673.309998,676.48999,656,659.090027,4884100,659.090027
5/4/2016,662.590027,674,662.140015,670.900024,4635500,670.900024
5/3/2016,677.359985,680.299988,670.429993,671.320007,4923400,671.320007
5/2/2016,663.919983,685.5,662.030029,683.849976,6578500,683.849976
4/29/2016,666,669.97998,654,659.590027,10310700,659.590027
4/28/2016,615.539978,626.799988,599.200012,602,7872600,602
4/27/2016,611.799988,615.950012,601.280029,606.570007,4068800,606.570007
4/26/2016,626.169983,626.75,614.880005,616.880005,2521400,616.880005
4/25/2016,616.609985,626.97998,616.25,626.200012,2682900,626.200012
4/22/2016,624.469971,628.25,611.559998,620.5,5083900,620.5
4/21/2016,631,637.820007,628.5,631,2596300,631
4/20/2016,630,636.549988,623,632.98999,2609400,632.98999
4/19/2016,637.140015,638.01001,620.799988,627.900024,4055900,627.900024
4/18/2016,625.349976,637.640015,624.960022,635.349976,4336400,635.349976
4/15/2016,621.919983,626.77002,618.109985,625.890015,2887700,625.890015
4/14/2016,615.070007,624.380005,615.070007,620.75,3512100,620.75
4/13/2016,607.679993,616.809998,605.289978,614.820007,4228300,614.820007
4/12/2016,598.400024,604.059998,592.309998,603.169983,2641100,603.169983
4/11/2016,596.140015,604,594.909973,595.929993,2704300,595.929993
4/8/2016,594.320007,597.859985,589,594.599976,2591900,594.599976
4/7/2016,598.76001,599.599976,589.080017,591.429993,3189000,591.429993
4/6/2016,587.52002,602.390015,587.5,602.080017,2849900,602.080017
4/5/2016,590.77002,593.469971,585.25,586.140015,2308900,586.140015
4/4/2016,599,599.5,590.549988,593.190002,2470800,593.190002
4/1/2016,590.48999,599.030029,588.299988,598.5,2917400,598.5
3/31/2016,599.280029,600.75,592.210022,593.640015,2681800,593.640015
3/30/2016,596.710022,603.23999,595,598.690002,3890500,598.690002
3/29/2016,580.150024,595.849976,576.5,593.859985,4392600,593.859985
3/28/2016,584.400024,584.75,575.559998,579.869995,3121500,579.869995
3/24/2016,567.109985,583.549988,567.080017,582.950012,5185500,582.950012
3/23/2016,561,572.47998,558.099976,569.630005,3983700,569.630005
3/22/2016,545.109985,562.76001,545.049988,560.47998,4000600,560.47998
3/21/2016,548.909973,555.23999,538.580017,553.97998,5155700,553.97998
3/18/2016,560.940002,562.330017,546.090027,552.080017,7296900,552.080017
3/17/2016,569.51001,571.400024,555.01001,559.440002,5928100,559.440002
3/16/2016,576.640015,581.320007,571.140015,574.27002,3537700,574.27002
3/15/2016,571,581.52002,567,577.02002,3876800,577.02002
3/14/2016,567,576.890015,563.049988,573.369995,3454200,573.369995
3/11/2016,566.950012,570.059998,562.72998,569.609985,3771300,569.609985
3/10/2016,566.73999,567,547.900024,558.929993,3919900,558.929993
3/9/2016,559.559998,560.349976,550.130005,559.469971,4377300,559.469971
3/8/2016,557.869995,571.349976,554.73999,560.26001,4730000,560.26001
3/7/2016,573.539978,573.630005,555.549988,562.799988,4926900,562.799988
3/4/2016,581.070007,581.400024,571.070007,575.140015,3416500,575.140015
3/3/2016,577.960022,579.869995,573.109985,577.48999,2741300,577.48999
3/2/2016,581.75,585,573.700012,580.210022,4582200,580.210022
3/1/2016,556.289978,579.25,556,579.039978,5038500,579.039978
2/29/2016,554,564.809998,552.51001,552.52002,4145400,552.52002
2/26/2016,560.119995,562.5,553.169983,555.22998,4877000,555.22998
2/25/2016,555.52002,559.390015,545.289978,555.150024,4525500,555.150024
2/24/2016,545.75,554.27002,533.150024,554.039978,6231700,554.039978
2/23/2016,555.549988,556.909973,545.330017,552.940002,4050800,552.940002
2/22/2016,542.200012,560.650024,541.080017,559.5,5566600,559.5
2/19/2016,520.710022,535.950012,515.349976,534.900024,4974700,534.900024
2/18/2016,541.190002,541.200012,523.72998,525,4735000,525
2/17/2016,528.73999,537.47998,519.390015,534.099976,4824000,534.099976
2/16/2016,519.47998,524.450012,511.660004,521.099976,5118500,521.099976
2/12/2016,510.700012,516.75,501.48999,507.079987,5384800,507.079987
2/11/2016,491.170013,509.299988,484,503.820007,7397400,503.820007
2/10/2016,491.76001,504.660004,486,490.480011,6786200,490.480011
2/9/2016,478.01001,498.380005,474,482.070007,7077900,482.070007
2/8/2016,486.470001,493.5,475.209991,488.100006,9825500,488.100006
2/5/2016,529.280029,529.450012,499.190002,502.130005,9708900,502.130005
2/4/2016,525,538.98999,519.219971,536.26001,6199100,536.26001
2/3/2016,553.5,556,521.900024,531.070007,10048700,531.070007
2/2/2016,570,571.559998,550.090027,552.099976,6312000,552.099976
2/1/2016,578.150024,581.799988,570.309998,574.809998,6355100,574.809998
1/29/2016,571.97998,593,570,587,14677600,587
1/28/2016,608.369995,638.059998,597.549988,635.349976,14015200,635.349976
1/27/2016,601.98999,603.390015,578.780029,583.349976,5152900,583.349976
1/26/2016,603.450012,604.5,590.380005,601.25,3765700,601.25
1/25/2016,597.98999,608.5,594.559998,596.530029,4396100,596.530029
1/22/2016,588.72998,600.099976,584.109985,596.380005,5120100,596.380005
1/21/2016,573.580017,588.809998,568.219971,575.02002,4952200,575.02002
1/20/2016,564.359985,578.450012,547.179993,571.77002,7966400,571.77002
1/19/2016,577.090027,584,566.450012,574.47998,4807200,574.47998
1/15/2016,572.23999,584.619995,565.299988,570.179993,7754500,570.179993
1/14/2016,580.25,602.25,569.880005,593,7238000,593
1/13/2016,620.880005,620.880005,579.159973,581.809998,7655200,581.809998
1/12/2016,625.25,625.98999,612.23999,617.890015,4724100,617.890015
1/11/2016,612.47998,619.849976,598.570007,617.73999,4891600,617.73999
1/8/2016,619.659973,624.140015,606,607.049988,5512900,607.049988
1/7/2016,621.799988,630,605.210022,607.940002,7074900,607.940002
1/6/2016,622,639.789978,620.309998,632.650024,5329200,632.650024
1/5/2016,646.859985,646.909973,627.650024,633.789978,5822600,633.789978
1/4/2016,656.289978,657.719971,627.51001,636.98999,9314500,636.98999
12/31/2015,686.080017,687.75,675.890015,675.890015,3718200,675.890015
12/30/2015,691.890015,695.48999,686.380005,689.070007,3519000,689.070007
12/29/2015,677.97998,696.440002,677.890015,693.969971,5735000,693.969971
12/28/2015,665.559998,675.5,665.5,675.200012,3783600,675.200012
12/24/2015,663.349976,664.679993,660.599976,662.789978,1091200,662.789978
12/23/2015,666.5,666.599976,656.630005,663.700012,2722900,663.700012
12/22/2015,666.830017,668.48999,659.26001,663.150024,2667800,663.150024
12/21/2015,668.5,669.900024,658.929993,664.51001,3250900,664.51001
12/18/2015,668.650024,676.840027,664.130005,664.140015,6841300,664.140015
12/17/2015,680,682.5,670.650024,670.650024,3681600,670.650024
12/16/2015,663.559998,677.349976,659.320007,675.77002,3964500,675.77002
12/15/2015,665.030029,671.5,657.349976,658.640015,4753400,658.640015
12/14/2015,641.75,658.590027,635.27002,657.909973,4329700,657.909973
